"tree_id","species","estimated_dbh_cm","calculated_height_m","basal_area_m2","diameter_at_6m_cm","mean_taper_cm_per_m","linear_taper_cm_per_m","lower_stem_displacement_m","lower_stem_lean_degrees","mean_absolute_diameter_error_cm"
"WL12","Fagus sylvatica",44.3391621034205,25.599,0.15440623912151,38.4825700178646,1.24608342245871,1.25982044814609,0.351412929921956,4.27597520029732,0.517321719163919
