"centre_x","centre_y","radius_m","points_used","circle_rmse_mm","height_m","reference_diameter_m","estimated_diameter_cm","reference_diameter_cm","error_cm","quality"
-3.45773919216219,19.1356920739139,0.221695810517103,522,10.3089815605178,1.3,0.435879105,44.3391621034205,43.5879105,0.751251603420506,"acceptable"
-3.4253530031706,19.208973413128,0.218299887482632,633,21.5521682032315,2,0.428009855319172,43.6599774965265,42.8009855319172,0.85899196460926,"inspect"
-3.37290303549016,19.3730701823219,0.205398272289844,574,16.5655390344266,4,0.407832691771932,41.0796544579689,40.7832691771932,0.296385280775674,"acceptable"
-3.26816123706321,19.4315826723735,0.192412850089323,478,9.56122615502965,6,0.386452280457148,38.4825700178646,38.6452280457148,-0.162658027850235,"acceptable"
