"delineated_crowns","mean_tree_height_m","median_tree_height_m","mean_crown_area_m2","median_crown_area_m2","mean_crown_diameter_m","mean_crown_volume_proxy_m3"
535,22.0945420560748,22.48,78.8454752334817,76.3219999984601,9.82872518044088,1757.83466352077
