"point_count","mean_height_m","sd_height_m","median_height_m","p75_height_m","p95_height_m","p98_height_m","maximum_height_m","returns_above_2m_percent"
81590,13.2720198553745,7.45476646385791,14.93,19.32,23.05,24.46,29.97,85.7335457776688
