"treeID","Z"
404,20.6422218746609
405,18.9722220102946
406,26.2977778116862
407,21.6366668277317
408,24.2511111365424
409,24.1988887786865
410,21.8166667090522
411,14.8044445249769
412,17.9766667683919
413,21.7666664123535
414,24.761110941569
415,21.5933331383599
416,20.46555519104
417,21.6111106872559
418,22.1988889906142
419,21.6477773454454
420,20.9011113908556
421,22.2855557335748
422,23.1677782270643
423,23.8988882700602
424,20.7322226630317
425,21.2622225019667
426,20.9399998982747
427,14.9011110729641
428,21.0233334435357
429,23.979999754164
430,21.5399998558892
431,19.9033332400852
432,23.0366668701172
433,22.8333337571886
434,20.6044445037842
435,24.6544441647
436,20.7077776590983
437,23.2155556148953
438,21.5022220611572
439,20.6833330790202
440,18.3633335961236
441,22.037777794732
442,21.1411111619737
443,18.6339998245239
444,18.3766665988498
445,24.0477778116862
446,20.0355557335748
447,18.260000122918
448,24.0911110772027
449,18.3877777523465
450,21.2899996439616
451,22.0855553944906
452,22.3622222476535
453,19.5744442409939
454,18.7611111534966
455,20.6988889906142
456,18.6277775234646
457,16.4166665607029
458,15.586667060852
459,17.2522222730849
460,22.442221959432
461,21.4777774810791
462,23.0777778625488
463,22.1299997965495
464,22.0044445461697
465,21.9611110687256
466,15.9044445885552
467,17.5100000169542
468,17.4266666836209
469,23.5177779727512
470,21.0744444529216
471,22.673333062066
472,20.9122227562798
473,21.5311116112603
474,21.334444893731
475,19.2266663445367
476,21.5888888041178
477,21.8722222646077
478,20.8066664801704
479,20.5366668701172
480,17.3055557674832
481,21.3022223578559
482,22.0511110093858
483,15.2544446521335
484,19.9122223324246
485,19.9744444953071
486,13.6022221247355
487,12.3433333502875
488,21.374444325765
489,18.541110780504
490,19.125555674235
491,18.8688888549805
492,26.1611114078098
493,20.8816665013631
494,11.8711111280653
495,18.0055550469293
496,15.3722222646077
497,20.3688886430528
498,20.1000001695421
499,17.0200000339084
500,18.6888891855876
501,17.8411112891303
502,20.6422222985162
503,15.1577779981825
504,21.6411109500461
505,19.0388889312744
