"pilot_trees","successful_fits","failed_fits","tracking_fits","direct_fallback_fits","acceptable_fits","fits_requiring_inspection","mean_absolute_error_cm","root_mean_square_error_cm"
6,6,0,5,1,4,2,0.889798370661632,1.08118636816749
