"batch_trees","successful_fits","failed_fits","tracking_fits","direct_fallback_fits","acceptable_fits","fits_requiring_inspection","mean_absolute_error_cm","root_mean_square_error_cm"
59,53,6,51,2,38,15,1.638899681876,5.63255658661043
